nombre,precio_actual,precio_anterior,descuento_porcentaje,ubicacion_vendedor,cuotas,envio_gratis,enlace,categoria,fecha_extraccion
HP 15 Pavilion Core i7 1355u 16 GB de RAM 1 TB Ssd Pantalla FHD 1920 px x 1080 px Intel Iris Xe Laptop 15-fd0182 Color Silver Incluye Windows Con Regalo,16440.0,20796.0,21,,15,0,https://www.mercadolibre.com.mx/hp-15-pavilion-core-i7-1355u-16-gb-de-ram-1-tb-ssd-pantalla-fhd-1920-px-x-1080-px-intel-iris-xe-laptop-15-fd0182-color-silver-incluye-windows-con-regalo/p/MLM53645093,Laptops,2026-02-20 15:00:41
Portátil Lenovo Thinkpad T14 Gen 2 Intel Core i7-1185G7 16 GB 512 GB Windows 11 Pro 14 Full HD 1080p para negocios y juegos - Excelente (Reacondicionado),6609.0,24285.0,73,Envío desde USA,15,1,https://www.mercadolibre.com.mx/portatil-lenovo-thinkpad-t14-gen-2-intel-core-i7-1185g7-16-gb-512-gb-windows-11-pro-14-full-hd-1080p-para-negocios-y-juegos-excelente-reacondicionado/p/MLM2055699150,Laptops,2026-02-20 15:00:41
Hp Athlon 7120 14 Hd 4gb Ram 128gb Ufs Windows Laptop,3888.0,,0,Envío desde USA,15,1,https://www.mercadolibre.com.mx/hp-athlon-7120-14-hd-4gb-ram-128gb-ufs-windows-laptop/p/MLM65605808,Laptops,2026-02-20 15:00:41
Laptop HP Stream 14-dq0762dx Rosa 128gb SSD Intel Celeron Incluye Windows Color Pink,3885.0,4999.0,22,,3,0,https://www.mercadolibre.com.mx/laptop-hp-stream-14-dq0762dx-rosa-128gb-ssd-intel-celeron-incluye-windows-color-pink/p/MLM37919936,Laptops,2026-02-20 15:00:41
"Laptop Hp 240r G9: Intel Core I5, 16gb, Ssd 1tb, 14 , W11h Color Negro",16699.0,,0,,3,1,https://www.mercadolibre.com.mx/laptop-hp-240r-g9-intel-core-i5-16gb-ssd-1tb-14-w11h-color-negro/p/MLM45990402,Laptops,2026-02-20 15:00:41
Laptop Hp 14-dq0518la Celeron N4120 Ram 4gb Ssd 128gb W11h Color Plateado,3937.0,4299.0,8,,24,1,https://www.mercadolibre.com.mx/laptop-hp-14-dq0518la-celeron-n4120-ram-4gb-ssd-128gb-w11h-color-plateado/p/MLM27712091,Laptops,2026-02-20 15:00:41
"Apple MacBook Pro A2141 Gris espacial 16"" 3072 px x 1920 px Intel 9750H AMD Radeon Pro 5500M 16GB de Ram - Excelente (Reacondicionado)",9889.0,11499.0,14,,15,1,https://www.mercadolibre.com.mx/apple-macbook-pro-a2141-gris-espacial-16-3072-px-x-1920-px-intel-9750h-amd-radeon-pro-5500m-16gb-de-ram-excelente-reacondicionado/p/MLM2010715545,Laptops,2026-02-20 15:00:41
Notebook Hp 15-fd0123dx 15.6' Hd Touch 256gb Ssd / 8gb I3-1315u W11,8923.0,,0,,15,0,https://www.mercadolibre.com.mx/notebook-hp-15-fd0123dx-156-hd-touch-256gb-ssd-8gb-i3-1315u-w11/p/MLM50851332,Laptops,2026-02-20 15:00:41
"MacBook Air A1466 Plata 13.3"" Intel Core i5 5350U 8GB de RAM 128GB SSD HD Graphics 6000 1440x900px macOS - Bueno (Reacondicionado)",3254.0,3532.0,8,,15,1,https://www.mercadolibre.com.mx/macbook-air-a1466-plata-133-intel-core-i5-5350u-8gb-de-ram-128gb-ssd-hd-graphics-6000-1440x900px-macos-bueno-reacondicionado/p/MLM2010682653,Laptops,2026-02-20 15:00:41
Laptop Dell 15 Dc15255 Amd Ryzen 5 8gb 512gb 15.6'' Fhd Windows 11 Home Platinum Silver,8199.0,9999.0,18,,3,1,https://www.mercadolibre.com.mx/laptop-dell-15-dc15255-amd-ryzen-5-8gb-512gb-156-fhd-windows-11-home-platinum-silver/p/MLM55283791,Laptops,2026-02-20 15:00:41
Notebook Lenovo Idea pad Slim 3 Ideapad Slim 3i 82X70003LM Azul 1920 px x 1080 px Intel Core™ i5-1335U 8GB de Ram,9861.0,19999.0,51,,24,0,https://www.mercadolibre.com.mx/notebook-lenovo-idea-pad-slim-3-ideapad-slim-3i-82x70003lm-azul-1920-px-x-1080-px-intel-core-i5-1335u-8gb-de-ram/p/MLM29742522,Laptops,2026-02-20 15:00:41
Hp Omnibook 5 Flip 2-in-1 14  Core 7 16gb 512gb  W11 Pla Plateado,14499.0,15999.0,9,,15,1,https://www.mercadolibre.com.mx/hp-omnibook-5-flip-2in1-14--core-7-16gb-512gb--w11-pla/up/MLMU3800395016,Laptops,2026-02-20 15:00:41
Vanwin Laptop 16 Intel Core I5 16gb Ram 512gb Ssd Windows 11 Pro,7694.0,10397.0,26,,15,0,https://www.mercadolibre.com.mx/vanwin-laptop-16-intel-core-i5-16gb-ram-512gb-ssd-windows-11-pro/p/MLM53279433,Laptops,2026-02-20 15:00:41
