nombre,precio_actual,precio_anterior,descuento_porcentaje,ubicacion_vendedor,cuotas,envio_gratis,enlace,categoria,fecha_extraccion
Samsung Galaxy A16 128gb 4gb Ram Nfc Black Color Light Green,2244.0,,0,Envío desde USA,15,1,https://www.mercadolibre.com.mx/samsung-galaxy-a16-128gb-4gb-ram-nfc-black-color-light-green/p/MLM54252247,Celulares,2026-02-20 15:00:49
Smartphone Moto G35 5g 256 Gb 8ram Negro,2567.0,2819.0,9,,24,0,https://www.mercadolibre.com.mx/smartphone-moto-g35-5g-256-gb-8ram-negro/p/MLM47317457,Celulares,2026-02-20 15:00:49
Celular ZTE Focus 256 Gb Ram 4 Gb Negro,2424.0,2699.0,10,,24,0,https://www.mercadolibre.com.mx/celular-zte-focus-256-gb-ram-4-gb-negro/p/MLM50911920,Celulares,2026-02-20 15:00:49
Celular Xiaomi Redmi 13x 256gb 8ram 108mpx Dorado,2916.0,4832.0,40,,24,0,https://www.mercadolibre.com.mx/celular-xiaomi-redmi-13x-256gb-8ram-108mpx-dorado/p/MLM53179744,Celulares,2026-02-20 15:00:49
Samsung Galaxy A56 5G Dual Sim 256GB 12GB Negro 6.7'',6498.0,,0,Envío desde USA,15,1,https://www.mercadolibre.com.mx/samsung-galaxy-a56-5g-dual-sim-256gb-12gb-negro-67/p/MLM47797906,Celulares,2026-02-20 15:00:49
Celular Moto G15 4 + 128 Gb Verde,1990.0,2597.0,23,,9,0,https://www.mercadolibre.com.mx/celular-moto-g15-4-128-gb-verde/p/MLM46255802,Celulares,2026-02-20 15:00:49
Teléfono celular Samsung Galaxy A16 128 GB 4 GB de RAM NFC Verde Claro,2359.0,4949.0,52,,24,0,https://www.mercadolibre.com.mx/telefono-celular-samsung-galaxy-a16-128-gb-4-gb-de-ram-nfc-verde-claro/p/MLM44113911,Celulares,2026-02-20 15:00:49
Nothing Phone (3a) 12gb Ram 256gb Rom Teléfono 5g Smartphone Snapdragon 7s Gen 3 Octa Core 6.77'' Amoled Pantalla 120hz 3000 Nits Nfc Bluetooth 5.4 Color Azul,6440.0,11648.0,45,,15,0,https://www.mercadolibre.com.mx/nothing-phone-3a-12gb-ram-256gb-rom-telefono-5g-smartphone-snapdragon-7s-gen-3-octa-core-677-amoled-pantalla-120hz-3000-nits-nfc-bluetooth-54-color-azul/p/MLM50911062,Celulares,2026-02-20 15:00:49
Celular Xiaomi Poco F6 12gb Ram 512gb Rom Color Verde,5695.0,6731.0,15,,15,0,https://www.mercadolibre.com.mx/celular-xiaomi-poco-f6-12gb-ram-512gb-rom-color-verde/p/MLM37323677,Celulares,2026-02-20 15:00:49
"Smartphone Redmi Note 14 Dual Sim 256/8gb 2025 4G, color negro",3998.0,,0,,15,0,https://www.mercadolibre.com.mx/smartphone-redmi-note-14-dual-sim-2568gb-2025-4g-color-negro/p/MLM47309278,Celulares,2026-02-20 15:00:49
Smartphone Lanix M1 32gb/3gb Ram Azul (11820),899.0,,0,,24,0,https://www.mercadolibre.com.mx/smartphone-lanix-m1-32gb3gb-ram-azul-11820/p/MLM29186241,Celulares,2026-02-20 15:00:49
Realme C63 8gb Ram 256gb Azul,2269.0,3499.0,35,,3,0,https://www.mercadolibre.com.mx/realme-c63-8gb-ram-256gb-azul/p/MLM47329608,Celulares,2026-02-20 15:00:49
Samsung Galaxy A26 5g 128gb Verde Dual SIM,3866.0,4999.0,23,,24,0,https://www.mercadolibre.com.mx/samsung-galaxy-a26-5g-128gb-verde-dual-sim/p/MLM47422699,Celulares,2026-02-20 15:00:49
Celular Lanix X860 32gb 2gb Ram Verde,799.0,,0,,24,0,https://www.mercadolibre.com.mx/celular-lanix-x860-32gb-2gb-ram-verde/p/MLM19774277,Celulares,2026-02-20 15:00:49
"Smartphone Yeemovie-W555 4 GB Ram 64 Gb 4g Lte NFC Hd Screen 5.7, Dual Camera 13 MP 5 MP Battery 4000 Mah Ip68",1250.0,3499.0,64,,6,0,https://www.mercadolibre.com.mx/smartphone-yeemovie-w555-4-gb-ram-64-gb-4g-lte-nfc-hd-screen-57-dual-camera-13-mp-5-mp-battery-4000-mah-ip68/p/MLM63276657,Celulares,2026-02-20 15:00:49
Cubot Kingkong X 5g Dual Sim 256 Gb Negro 16 Gb Ram Android 14,4529.0,7088.0,36,,15,0,https://www.mercadolibre.com.mx/cubot-kingkong-x-5g-dual-sim-256-gb-negro-16-gb-ram-android-14/p/MLM40378426,Celulares,2026-02-20 15:00:49
Celular Fossibot F109s Dual Sim 256 GB ROM Azul 24 GB RAM,3658.0,4357.0,16,,24,0,https://www.mercadolibre.com.mx/celular-fossibot-f109s-dual-sim-256-gb-rom-azul-24-gb-ram/p/MLM50171385,Celulares,2026-02-20 15:00:49
Celular Xiaomi Poco F7 Dual Sim 512 Gb 12 Gb Ram Color Plateado,8161.0,9300.0,12,,15,0,https://www.mercadolibre.com.mx/celular-xiaomi-poco-f7-dual-sim-512-gb-12-gb-ram-color-plateado/p/MLM51536809,Celulares,2026-02-20 15:00:49
Samsung Galaxy A07 dual sim 64GB Negro,1620.0,,0,,24,0,https://www.mercadolibre.com.mx/samsung-galaxy-a07-dual-sim-64gb-negro/p/MLM63437715,Celulares,2026-02-20 15:00:49
Honor Honor Serie X Honor X5c Plus Sí Ocean Cyan 256 Gb 6 Gb,2179.0,4999.0,56,,24,0,https://www.mercadolibre.com.mx/honor-honor-serie-x-honor-x5c-plus-si-ocean-cyan-256-gb-6-gb/p/MLM61715956,Celulares,2026-02-20 15:00:49
NaomiPhone Dammar Dual SIM 8 GB azul 1 GB RAM,699.0,,0,,24,0,https://www.mercadolibre.com.mx/naomiphone-dammar-dual-sim-8-gb-azul-1-gb-ram/p/MLM42554118,Celulares,2026-02-20 15:00:49
"Honor Magic 7 Lite 5g 6,78 512gb 8gb Ram Cámara 108mpx - Violeta",6389.0,8999.0,29,,15,0,https://www.mercadolibre.com.mx/honor-magic-7-lite-5g-678-512gb-8gb-ram-camara-108mpx-violeta/p/MLM45819601,Celulares,2026-02-20 15:00:49
Cubot X100 5g Dual Sim 256 Gb Negro 8+8 Gb Ram Mtk Dimensity 7025 Android 15,3213.0,4884.0,34,,15,0,https://www.mercadolibre.com.mx/cubot-x100-5g-dual-sim-256-gb-negro-88-gb-ram-mtk-dimensity-7025-android-15/p/MLM60072808,Celulares,2026-02-20 15:00:49
Motorola Moto G15 128gb 4gb Ram Naranja,1949.0,4489.0,57,,3,0,https://www.mercadolibre.com.mx/motorola-moto-g15-128gb-4gb-ram-naranja/p/MLM46047172,Celulares,2026-02-20 15:00:49
Motorola G15 dual sim 256gb 4gb Ram gris,2139.0,2999.0,29,,24,0,https://www.mercadolibre.com.mx/motorola-g15-dual-sim-256gb-4gb-ram-gris/p/MLM46048423,Celulares,2026-02-20 15:00:49
Nothing Phone (3a) 8gb Ram 128gb Rom Teléfono 5g Smartphone Snapdragon 7s Gen 3 Octa Core 6.77'' Amoled Pantalla 120hz 3000 Nits Nfc Bluetooth 5.4 Color Negro,5534.0,10010.0,45,,15,0,https://www.mercadolibre.com.mx/nothing-phone-3a-8gb-ram-128gb-rom-telefono-5g-smartphone-snapdragon-7s-gen-3-octa-core-677-amoled-pantalla-120hz-3000-nits-nfc-bluetooth-54-color-negro/p/MLM50894358,Celulares,2026-02-20 15:00:49
Xiaomi Pocophone Poco M7 Pro 5g Dual Sim Plateado 12 Gb RAM 512 Gb Rom,4569.0,6154.0,26,,15,0,https://www.mercadolibre.com.mx/xiaomi-pocophone-poco-m7-pro-5g-dual-sim-plateado-12-gb-ram-512-gb-rom/p/MLM53179484,Celulares,2026-02-20 15:00:49
Samsung Galaxy S25 Ultra 256gb Titanium Gray,16599.0,30999.0,46,,15,1,https://www.mercadolibre.com.mx/samsung-galaxy-s25-ultra-256gb-titanium-gray/p/MLM45514086,Celulares,2026-02-20 15:00:49
iPhone 12 Pro 128 GB azul pacífico - Aceptable (Reacondicionado),4505.0,5055.0,11,Envío desde USA,15,1,https://www.mercadolibre.com.mx/iphone-12-pro-128-gb-azul-pacifico-aceptable-reacondicionado/p/MLM2000129176,Celulares,2026-02-20 15:00:49
Xiaomi Poco X7 Pro Amarillo 512 Gb 12 Gb 6.67 120 Hz 90w Carga Rápida,6985.0,9509.0,27,,15,0,https://www.mercadolibre.com.mx/xiaomi-poco-x7-pro-amarillo-512-gb-12-gb-667-120-hz-90w-carga-rapida/p/MLM45866424,Celulares,2026-02-20 15:00:49
